Feature_1,Feature_2,Feature_3,Target
0.3745401188473625,0.9507143064099162,0.7319939418114051,4.879149310837333
0.5986584841970366,0.15601864044243652,0.15599452033620265,4.728133832616382
0.05808361216819946,0.8661761457749352,0.6011150117432088,5.230090206594718
0.7080725777960455,0.020584494295802447,0.9699098521619943,8.247628945747453
0.8324426408004217,0.21233911067827616,0.18182496720710062,4.356889348136579
0.18340450985343382,0.3042422429595377,0.5247564316322378,5.334118731142503
0.43194501864211576,0.2912291401980419,0.6118528947223795,5.570124699350034
0.13949386065204183,0.29214464853521815,0.3663618432936917,5.150253691186814
0.45606998421703593,0.7851759613930136,0.19967378215835974,3.3165140307982557
0.5142344384136116,0.5924145688620425,0.046450412719997725,3.668505537322876
0.6075448519014384,0.17052412368729153,0.06505159298527952,5.017917448923641
0.9488855372533332,0.9656320330745594,0.8083973481164611,6.350133881165326
0.3046137691733707,0.09767211400638387,0.6842330265121569,5.714127301755871
0.4401524937396013,0.12203823484477883,0.4951769101112702,5.734432383333181
0.034388521115218396,0.9093204020787821,0.2587799816000169,2.771809266734836
0.662522284353982,0.31171107608941095,0.5200680211778108,5.603900721598728
0.5467102793432796,0.18485445552552704,0.9695846277645586,8.24183751139809
0.7751328233611146,0.9394989415641891,0.8948273504276488,6.170674258676718
0.5978999788110851,0.9218742350231168,0.0884925020519195,2.68813702715863
0.1959828624191452,0.045227288910538066,0.32533033076326434,5.638441681624823
0.388677289689482,0.2713490317738959,0.8287375091519293,7.587608496948535
0.3567533266935893,0.28093450968738076,0.5426960831582485,6.117581850415942
0.14092422497476265,0.8021969807540397,0.07455064367977082,2.0709593240163704
0.9868869366005173,0.7722447692966574,0.1987156815341724,4.289870874476853
0.005522117123602399,0.8154614284548342,0.7068573438476171,5.131387924911898
0.7290071680409873,0.7712703466859457,0.07404465173409036,3.41926928108247
0.3584657285442726,0.11586905952512971,0.8631034258755935,7.117180465466045
0.6232981268275579,0.3308980248526492,0.06355835028602363,4.851143218108778
0.3109823217156622,0.32518332202674705,0.7296061783380641,5.541460137745149
0.6375574713552131,0.8872127425763265,0.4722149251619493,4.568792819335115
0.1195942459383017,0.713244787222995,0.7607850486168974,3.4146232702776187
0.5612771975694962,0.770967179954561,0.49379559636439074,4.2691744048711495
0.5227328293819941,0.42754101835854963,0.02541912674409519,3.878990511891597
0.10789142699330445,0.03142918568673425,0.6364104112637804,5.384318411925404
0.3143559810763267,0.5085706911647028,0.907566473926093,6.993297663029181
0.24929222914887494,0.41038292303562973,0.7555511385430487,5.104755224300883
0.22879816549162246,0.07697990982879299,0.289751452913768,4.838469543972661
0.16122128725400442,0.9296976523425731,0.808120379564417,4.872168053532158
0.6334037565104235,0.8714605901877177,0.8036720768991145,6.338837329620601
0.18657005888603584,0.8925589984899778,0.5393422419156507,3.394832741506331
0.8074401551640625,0.8960912999234932,0.3180034749718639,4.954569933892179
0.11005192452767676,0.22793516254194168,0.4271077886262563,4.995647458096194
0.8180147659224931,0.8607305832563434,0.006952130531190703,3.0356630484406493
0.5107473025775657,0.417411003148779,0.22210781047073025,4.828674116112617
0.1198653673336828,0.33761517140362796,0.9429097039125192,6.432826667717562
0.32320293202075523,0.5187906217433661,0.7030189588951778,5.256171592650537
0.363629602379294,0.9717820827209607,0.9624472949421112,5.524123165448363
0.25178229582536416,0.49724850589238545,0.30087830981676966,4.093154562972704
0.2848404943774676,0.036886947354532795,0.6095643339798968,6.23893852142245
0.5026790232288615,0.05147875124998935,0.27864646423661144,5.818065762313672
0.9082658859666537,0.23956189066697242,0.1448948720912231,6.110968071962381
0.489452760277563,0.9856504541106007,0.2420552715115004,2.87013629731622
0.6721355474058786,0.7616196153287176,0.23763754399239967,5.264393409756715
0.7282163486118596,0.3677831327192532,0.6323058305935795,5.27763184949877
0.6335297107608947,0.5357746840747585,0.0902897700544083,4.0737219606372586
0.835302495589238,0.32078006497173583,0.18651851039985423,5.465107747882237
0.040775141554763916,0.5908929431882418,0.6775643618422824,5.052565845350026
0.016587828927856152,0.512093058299281,0.22649577519793795,3.3688331924767394
0.6451727904094499,0.17436642900499144,0.690937738102466,6.587778416732951
0.3867353463005374,0.9367299887367345,0.13752094414599325,2.872705407085901
0.3410663510502585,0.11347352124058907,0.9246936182785628,6.764050960457792
0.877339353380981,0.2579416277151556,0.659984046034179,7.20487896125421
0.8172222002012158,0.5552008115994623,0.5296505783560065,5.882891155153442
0.24185229090045168,0.09310276780589921,0.8972157579533268,6.521765376968532
0.9004180571633305,0.6331014572732679,0.3390297910487007,5.551313482061188
0.3492095746126609,0.7259556788702394,0.8971102599525771,5.9168835444745485
0.8870864242651173,0.7798755458576239,0.6420316461542878,6.103404542564772
0.08413996499504883,0.16162871409461377,0.8985541885270792,6.81342950584639
0.6064290596595899,0.009197051616629648,0.1014715428660321,4.7811666093931855
0.6635017691080558,0.005061583846218687,0.16080805141749865,5.187463120123658
0.5487337893665861,0.6918951976926933,0.6519612595026005,5.768840869733926
0.22426930946055978,0.7121792213475359,0.23724908749680007,3.928977916702901
0.3253996981592677,0.7464914051180241,0.6496328990472147,4.933564637162424
0.8492234104941779,0.6576128923003434,0.5683086033354716,5.722198832801386
0.09367476782809248,0.3677158030594335,0.26520236768172545,4.83952009656266
0.24398964337908358,0.9730105547524456,0.3930977246667604,3.3034708351461
0.8920465551771133,0.6311386259972629,0.7948113035416484,6.733775181981109
0.5026370931051921,0.5769038846263591,0.4925176938188639,4.976604625644715
0.1952429877980445,0.7224521152615053,0.2807723624408558,3.5814367368830133
0.02431596643145384,0.6454722959071678,0.17711067940704894,3.8262498220475867
0.9404585843529143,0.9539285770025874,0.9148643902204485,6.660132067679558
0.3701587002554444,0.015456616528867428,0.9283185625877254,7.716035323088928
0.42818414831731433,0.9666548190436696,0.9636199770892528,6.252565919233556
0.8530094554673601,0.2944488920695857,0.38509772860192526,5.856411505684024
0.8511366715168569,0.31692200515627766,0.1694927466860925,5.492315722668489
0.5568012624583502,0.936154774160781,0.696029796674973,4.895848357094154
0.570061170089365,0.09717649377076854,0.6150072266991697,6.667843623934241
0.9900538501042633,0.14008401523652403,0.5183296523637367,6.694830174590715
0.8773730719279554,0.7407686177542044,0.697015740995268,5.9740675778656875
0.7024840839871093,0.35949115121975517,0.29359184426449336,5.51309786905309
0.8093611554785136,0.8101133946791808,0.8670723185801037,5.785921557982984
0.9132405525564713,0.5113423988609378,0.5015162946871996,6.897918553017161
0.7982951789667752,0.6499639307777652,0.7019668772577033,5.5004068479178905
0.795792669436101,0.8900053418175663,0.3379951568515358,3.82056948467976
0.375582952639944,0.093981939840869,0.578280140996174,6.689306409016734
0.035942273796742086,0.46559801813246016,0.5426446347075766,5.14648262553439
0.2865412521282844,0.5908332605690108,0.03050024993904943,3.651706015397631
0.03734818874921442,0.8226005606596583,0.3601906414112629,3.805565840670434
0.12706051265188478,0.5222432600548044,0.7699935530986108,5.449961521740594
0.21582102749684318,0.6228904758190003,0.085347464993768,2.8853657988456525
